Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2005-07-21,27.056311706365527,27.069523938677527,26.770072431052302,27.038698196411133,272000,0.0,0
2005-07-22,26.774466449449807,26.95061492919922,26.770063493400453,26.95061492919922,1483300,0.0,0
2005-07-25,27.047505195674052,27.117965957823966,26.809706842926214,26.910991668701172,1159700,0.0,0
2005-07-26,26.81410678873469,26.888970500171414,26.659978088536796,26.858144760131836,1077900,0.0,0
2005-07-27,26.699618237310826,26.748059178272683,26.49264391861099,26.71723175048828,1848900,0.0,0
2005-07-28,26.268049579871175,26.63355550589219,26.201993462217363,26.567501068115234,2005500,0.0,0
2005-07-29,27.236863776003734,27.289709346610636,26.972642642477204,26.98585319519043,873800,0.0,0
2005-08-01,27.655209718702604,27.985486908846053,27.575943058678046,27.756494522094727,1657400,0.0,0
2005-08-02,28.104391061970848,28.108795699222814,27.89301383055305,27.972280502319336,1003800,0.0,0
2005-08-03,28.462624404692523,28.4981646275713,28.1916361365207,28.427085876464844,1623100,0.5538,0
2005-08-04,28.209403539363574,28.364887762901265,28.022822471118346,28.098342895507812,957700,0.0,0
2005-08-05,28.227187616299098,28.28938133648849,28.085030057394274,28.129453659057617,885100,0.0,0
2005-08-08,28.427092925780183,28.591462260726882,28.347129099124704,28.369340896606445,757800,0.0,0
2005-08-09,29.066806852606685,29.115673832277245,28.929092667700722,29.00016975402832,1102800,0.0,0
2005-08-10,29.679850186998536,29.746487261966283,29.58211626228616,29.710947036743164,1513000,0.0,0
2005-08-11,30.013033284124745,30.244041367328443,29.81756881676302,29.959726333618164,1510000,0.0,0
2005-08-12,29.89310571634658,29.955299452385287,29.76427486617942,29.888662338256836,1172500,0.0,0
2005-08-15,29.73761289215328,29.84867358758044,29.657649055873588,29.679859161376953,858900,0.0,0
2005-08-16,29.386657813673466,29.42219804616691,29.217843403981163,29.25338363647461,911100,0.0,0
2005-08-17,29.040142600813766,29.14231651001804,28.59145658534939,28.653650283813477,1693100,0.0,0
2005-08-18,28.28049876414702,28.333807429761226,28.076147467082627,28.18720817565918,1748300,0.0,0
2005-08-19,28.524834800376528,28.640338897705078,28.44487094673433,28.640338897705078,972000,0.0,0
2005-08-22,28.658103505839456,28.729180590233018,28.391556813430654,28.493732452392578,1050500,0.0,0
2005-08-23,28.409322016615082,28.458187291849757,28.29381796149301,28.431533813476562,579800,0.0,0
2005-08-24,28.267163534073852,28.39155094804314,28.18719971233605,28.316030502319336,888800,0.0,0
2005-08-25,28.378227189457505,28.38266887128653,28.213856152706395,28.32491683959961,660500,0.0,0
2005-08-26,28.369331137660023,28.38710124739317,28.040590886200555,28.098342895507812,904900,0.0,0
2005-08-29,28.182765024941563,28.209420205288975,27.94287518042261,28.040607452392578,835900,0.0,0
2005-08-30,27.938425812575613,28.293819667745723,27.92509907258535,28.200529098510742,775200,0.0,0
2005-08-31,28.631440796590283,29.10234036557456,28.555920350660777,28.85800552368164,2274300,0.0,0
