Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1982-09-20,0.0,0.9590752826514819,0.9523212313652039,0.9523212313652039,6600,0.0,0.0
1982-09-21,0.0,1.0131070613861084,0.9658287318547566,1.0131070613861084,51600,0.0,0.0
1982-09-22,0.0,1.0131077498805767,0.9793374915512241,0.9928455948829651,22400,0.0,0.0
1982-09-23,0.0,0.9725830722862566,0.9523209249469595,0.9590749740600586,22800,0.0,0.0
1982-09-24,0.0,0.9590749388976062,0.9388127923011779,0.938812792301178,7400,0.0,0.0
1982-09-27,0.0,0.9253047704696656,0.918550721050179,0.9253047704696655,9800,0.0,0.0
1982-09-28,0.0,0.9455672573687425,0.8780267389852608,0.9050429463386536,1115200,0.0,0.0
1982-09-29,0.0,0.9050424392406757,0.8780262470245361,0.8780262470245361,42600,0.0,0.0
1982-09-30,0.0,0.9117964649558963,0.8780262255130854,0.898288369178772,30400,0.0,0.0
1982-10-01,0.0,0.9050424170673341,0.8847802734016476,0.898288369178772,44600,0.0,0.0
1982-10-04,0.0,0.9050429463386535,0.8915348426619571,0.9050429463386536,29800,0.0,0.0
1982-10-05,0.0,0.9117965698242188,0.8982884724934895,0.9117965698242188,45200,0.0,0.0
1982-10-06,0.0,0.9388127923011779,0.9117965968392735,0.938812792301178,88000,0.0,0.0
1982-10-07,0.9388127923011779,0.9388127923011779,0.9388127923011779,0.938812792301178,0,0.0,0.0
1982-10-08,0.0,0.9860908985137941,0.9725828040136051,0.986090898513794,18800,0.0,0.0
1982-10-11,0.9860908985137941,0.9860908985137941,0.9860908985137941,0.986090898513794,0,0.0,0.0
1982-10-12,0.0,1.046877760513156,1.013107510174022,1.0333696603775024,132200,0.0,0.0
1982-10-13,0.0,1.0738940436369293,1.040123790692372,1.0603859424591064,67600,0.0,0.0
1982-10-14,0.0,1.087402377702013,1.0671402215957642,1.0671402215957642,27600,0.0,0.0
1982-10-15,0.0,1.0603861923401172,1.033369983618076,1.053632140159607,91600,0.0,0.0
1982-10-18,0.0,1.0603859424591064,1.040123790692372,1.0603859424591064,9000,0.0,0.0
1982-10-19,0.0,1.0941556826233862,1.0671394929289817,1.080647587776184,82800,0.0,0.0
1982-10-20,0.0,1.080647587776184,1.0671394929289817,1.080647587776184,17600,0.0,0.0
1982-10-21,0.0,1.0874024010621586,1.0468780879790966,1.053632140159607,66600,0.0,0.0
1982-10-22,0.0,1.046877384185791,1.046877384185791,1.046877384185791,4400,0.0,0.0
1982-10-25,0.0,1.0333692026138304,1.0131070613861084,1.0131070613861084,17600,0.0,0.0
1982-10-26,0.0,0.9995996465488356,0.9793374915512241,0.9928455948829651,31400,0.0,0.0
1982-10-27,0.0,1.0266156196594238,0.9928453690127323,1.0266156196594238,115200,0.0,0.0
1982-10-28,0.0,1.0266156196594238,1.0198615695300857,1.0266156196594238,31200,0.0,0.0
1982-10-29,0.0,1.0266153891354997,1.0131072919100326,1.0198613405227661,33200,0.0,0.0
1982-11-01,0.0,1.0468776311193193,1.026615483420236,1.0401235818862915,25600,0.0,0.0
1982-11-02,0.0,1.0536316803523473,1.0401235818862915,1.0401235818862915,13600,0.0,0.0
1982-11-03,0.0,1.1076641259370028,1.0401236304530392,1.09415602684021,103200,0.0,0.0
1982-11-04,0.0,1.0266153891354997,1.0131072919100326,1.0198613405227661,33200,0.0,0.0
1982-11-05,0.0,1.1211729049682617,1.1076647976794876,1.1211729049682617,135400,0.0,0.0
1982-11-08,0.0,1.1211729049682617,1.1009107440351005,1.1211729049682617,16800,0.0,0.0
1982-11-09,0.0,1.1279269586126488,1.1144188513238746,1.1211729049682617,21400,0.0,0.0
1982-11-10,0.0,1.1616965532302856,1.1279263045898704,1.1616965532302856,106800,0.0,0.0
1982-11-11,0.0,1.154942274093628,1.1346801289340906,1.154942274093628,17800,0.0,0.0
1982-11-12,0.0,1.16169693329755,1.1414347774842206,1.148188829421997,26600,0.0,0.0
1982-11-15,0.0,1.1346812390995598,1.121173129110279,1.1279271841049194,4600,0.0,0.0
1982-11-16,0.0,1.134680324130588,1.09415602684021,1.09415602684021,17200,0.0,0.0
1982-11-17,0.0,1.1144185066223145,1.094156351956454,1.1144185066223145,62600,0.0,0.0
1982-11-18,0.0,1.1076638771712415,1.0941557811081775,1.1009098291397095,12400,0.0,0.0
1982-11-19,0.0,1.1144185066223145,1.094156351956454,1.1144185066223145,16800,0.0,0.0
1982-11-22,0.0,1.121172558177601,1.1009104035117407,1.1144185066223145,76600,0.0,0.0
1982-11-23,0.0,1.134680986404419,1.1009107189519063,1.134680986404419,48800,0.0,0.0
1982-11-24,0.0,1.121172558177601,1.1144185066223145,1.1144185066223145,13800,0.0,0.0
1982-11-26,0.0,1.1346812390995598,1.114419074115639,1.1279271841049194,12400,0.0,0.0
1982-11-29,0.0,1.1279269586126488,1.1144188513238746,1.1211729049682617,11200,0.0,0.0
1982-11-30,0.0,1.134680986404419,1.121172879423414,1.134680986404419,33000,0.0,0.0
1982-12-01,0.0,1.1684506029583688,1.1346803543179536,1.1616965532302856,34000,0.0,0.0
1982-12-02,0.0,1.1887128544949936,1.1752047538757324,1.1752047538757324,17000,0.0,0.0
1982-12-03,0.0,1.1887135641915458,1.175205455507551,1.1819595098495483,17000,0.0,0.0
1982-12-06,0.0,1.2224833965301514,1.2022212407865578,1.2224833965301514,52400,0.0,0.0
1982-12-07,0.0,1.2427455637190077,1.2157293558120728,1.2157293558120728,39000,0.0,0.0
1982-12-08,0.0,1.229237494495629,1.195467233657837,1.195467233657837,19800,0.0,0.0
1982-12-09,0.0,1.1954667656259104,1.1819586665792898,1.1887127161026,33400,0.0,0.0
1982-12-10,0.0,1.1819584676396777,1.154942274093628,1.154942274093628,11800,0.0,0.0
1982-12-13,0.0,1.1752047538757324,1.1549426029468404,1.1752047538757324,19400,0.0,0.0
1982-12-14,0.0,1.1887127429763704,1.1684505939483643,1.1684505939483643,33400,0.0,0.0
1982-12-15,0.0,1.168450370866653,1.154942274093628,1.154942274093628,9400,0.0,0.0
1982-12-16,0.0,1.1616965532302856,1.1414344040460365,1.1616965532302856,10800,0.0,0.0
1982-12-17,0.0,1.1616963224801404,1.154942274093628,1.154942274093628,118800,0.0,0.0
1982-12-20,0.0,1.168450370866653,1.154942274093628,1.154942274093628,23200,0.0,0.0
1982-12-21,0.0,1.1684506029583688,1.1481884537741196,1.1616965532302856,23400,0.0,0.0
1982-12-22,0.0,1.1752047538757324,1.1549426029468404,1.1752047538757324,11000,0.0,0.0
1982-12-23,0.0,1.195467233657837,1.1752050771551616,1.195467233657837,9400,0.0,0.0
1982-12-27,1.195467233657837,1.195467233657837,1.195467233657837,1.195467233657837,0,0.0,0.0
1982-12-28,0.0,1.1887135641915458,1.1819595098495483,1.1819595098495483,2200,0.0,0.0
1982-12-29,0.0,1.1954667656259104,1.1819586665792898,1.1887127161026,8400,0.0,0.0
1982-12-30,0.0,1.2022208151492204,1.1887127161026,1.1887127161026,31000,0.0,0.0
1982-12-31,0.0,1.2022212858253953,1.1887131814902785,1.195467233657837,4200,0.0,0.0
1983-01-03,1.195467233657837,1.195467233657837,1.195467233657837,1.195467233657837,0,0.0,0.0
1983-01-04,0.0,1.1752047538757324,1.161696653256471,1.1752047538757324,26200,0.0,0.0
1983-01-05,0.0,1.1954676185335433,1.175205455507551,1.1819595098495483,20200,0.0,0.0
1983-01-06,0.0,1.222482816467072,1.188712572918258,1.2089747190475464,86200,0.0,0.0
1983-01-07,0.0,1.2224833094671872,1.1954671037331057,1.202221155166626,97400,0.0,0.0
1983-01-10,0.0,1.2292374484446826,1.208975292701089,1.2224833965301514,37800,0.0,0.0
1983-01-11,0.0,1.2224834423280706,1.1752050771551616,1.195467233657837,92600,0.0,0.0
1983-01-12,0.0,1.2022212858253953,1.1752050771551616,1.195467233657837,22800,0.0,0.0
1983-01-13,0.0,1.2022208151492204,1.1887127161026,1.1887127161026,10000,0.0,0.0
1983-01-14,0.0,1.202221155166626,1.1752049494325445,1.202221155166626,21000,0.0,0.0
1983-01-17,0.0,1.1819586933003683,1.1616965442723621,1.1684505939483643,15200,0.0,0.0
1983-01-18,0.0,1.1819595098495483,1.1684514011655536,1.1819595098495483,28000,0.0,0.0
1983-01-19,0.0,1.1819586933003683,1.1616965442723621,1.1684505939483643,85000,0.0,0.0
1983-01-20,0.0,1.1616972003664288,1.134680986404419,1.134680986404419,415000,0.0,0.0
1983-01-21,0.0,1.148188241134734,1.1414341926574707,1.1414341926574707,11800,0.0,0.0
1983-01-24,0.0,1.1414341926574707,1.107663950271155,1.1414341926574707,59000,0.0,0.0
1983-01-25,0.0,1.1549431468759264,1.1279269329139163,1.134680986404419,45000,0.0,0.0
1983-01-26,0.0,1.154942274093628,1.1346801289340906,1.154942274093628,32600,0.0,0.0
1983-01-27,0.0,1.1616965532302856,1.1346803543179536,1.1616965532302856,33200,0.0,0.0
1983-01-28,0.0,1.1887128544949936,1.1684507035661018,1.1752047538757324,60000,0.0,0.0
1983-01-31,0.0,1.1819586933003683,1.15494249459636,1.1684505939483643,42800,0.0,0.0
1983-02-01,0.0,1.1819593608379364,1.134680986404419,1.134680986404419,112200,0.0,0.0
1983-02-02,0.0,1.134681012257036,1.0941566903907132,1.1211729049682617,80600,0.0,0.0
1983-02-03,0.0,1.1279271841049194,1.1076650191209987,1.1279271841049194,56200,0.0,0.0
1983-02-04,0.0,1.134681012257036,1.1144188513238746,1.1211729049682617,32800,0.0,0.0
1983-02-07,0.0,1.134680986404419,1.121172879423414,1.134680986404419,24000,0.0,0.0
1983-02-08,0.0,1.1279269586126488,1.1211729049682617,1.1211729049682617,57400,0.0,0.0
1983-02-09,0.0,1.1414341926574707,1.1144179987484182,1.1414341926574707,135000,0.0,0.0
1983-02-10,0.0,1.2224836817809512,1.121172879423414,1.134680986404419,104600,0.0,0.0
1983-02-11,0.0,1.1481891195458103,1.1211729049682617,1.1211729049682617,136000,0.0,0.0
1983-02-14,0.0,1.1819586933003683,1.1346803455683536,1.1684505939483643,17800,0.0,0.0
1983-02-15,0.0,1.175204652686452,1.1616965532302856,1.1616965532302856,15600,0.0,0.0
